,person.type,person.value,sexuality.xml:lang,sexuality.type,sexuality.value,personLabel.xml:lang,personLabel.type,personLabel.value
322,uri,http://www.wikidata.org/entity/Q8014433,,,,en,literal,William Lee Miller
323,uri,http://www.wikidata.org/entity/Q8018873,,,,en,literal,William Stone Weedon
324,uri,http://www.wikidata.org/entity/Q8020606,,,,en,literal,William Wulf
325,uri,http://www.wikidata.org/entity/Q8347862,,,,en,literal,Chen Chi-nan
326,uri,http://www.wikidata.org/entity/Q9008081,,,,en,literal,Imanol Ordorika Sacristán
327,uri,http://www.wikidata.org/entity/Q10305077,,,,en,literal,James G. Simmonds
328,uri,http://www.wikidata.org/entity/Q11310455,,,,en,literal,Julie Bargmann
329,uri,http://www.wikidata.org/entity/Q12021798,,,,en,literal,Ira Bashkow
330,uri,http://www.wikidata.org/entity/Q12061021,,,,en,literal,Michael Klarman
331,uri,http://www.wikidata.org/entity/Q12270118,,,,en,literal,Roger A. Chevalier
332,uri,http://www.wikidata.org/entity/Q12611937,,,,en,literal,Seung-Heon Lee
333,uri,http://www.wikidata.org/entity/Q13522421,,,,en,literal,Andrew Jackson O'Shaughnessy
334,uri,http://www.wikidata.org/entity/Q14946814,,,,en,literal,John Aitchison
335,uri,http://www.wikidata.org/entity/Q14946842,,,,en,literal,Rita Felski
336,uri,http://www.wikidata.org/entity/Q15129933,,,,en,literal,Stephen Plog
337,uri,http://www.wikidata.org/entity/Q15229573,,,,en,literal,Craig Huneke
338,uri,http://www.wikidata.org/entity/Q15402044,,,,en,literal,Michael H. Prosser
339,uri,http://www.wikidata.org/entity/Q15429427,,,,en,literal,Andrew P. Sage
340,uri,http://www.wikidata.org/entity/Q15429433,,,,en,literal,Arthur Kirsch
341,uri,http://www.wikidata.org/entity/Q15437407,,,,en,literal,Terry Belanger
342,uri,http://www.wikidata.org/entity/Q15442014,,,,en,literal,Henry J. Abraham
343,uri,http://www.wikidata.org/entity/Q15445634,,,,en,literal,Curtis Bradley
344,uri,http://www.wikidata.org/entity/Q15445742,,,,en,literal,John F. Hawley
345,uri,http://www.wikidata.org/entity/Q15453236,,,,en,literal,John Canaday
346,uri,http://www.wikidata.org/entity/Q15454670,,,,en,literal,Richard Guy Wilson
347,uri,http://www.wikidata.org/entity/Q15455690,,,,en,literal,Paul Cantor
348,uri,http://www.wikidata.org/entity/Q15458428,,,,en,literal,John A. Jane
349,uri,http://www.wikidata.org/entity/Q15462551,,,,en,literal,Miloš Velimirović
350,uri,http://www.wikidata.org/entity/Q15491258,,,,en,literal,James D. Savage
351,uri,http://www.wikidata.org/entity/Q15502161,,,,en,literal,James Deese
352,uri,http://www.wikidata.org/entity/Q15514842,,,,en,literal,Alan Taylor
353,uri,http://www.wikidata.org/entity/Q15833431,,,,en,literal,Malcolm Bell
354,uri,http://www.wikidata.org/entity/Q15839751,,,,en,literal,Paul Nahin
355,uri,http://www.wikidata.org/entity/Q15899053,,,,en,literal,Kostas Soukoulis
356,uri,http://www.wikidata.org/entity/Q15998569,,,,en,literal,Harrison Randolph
357,uri,http://www.wikidata.org/entity/Q16003606,,,,en,literal,James Bardin
358,uri,http://www.wikidata.org/entity/Q16007374,,,,en,literal,Henry Alexander Davidson
359,uri,http://www.wikidata.org/entity/Q16017884,,,,en,literal,Walter Pilkey
360,uri,http://www.wikidata.org/entity/Q16030377,,,,en,literal,Milton W. Humphreys
361,uri,http://www.wikidata.org/entity/Q16062810,,,,en,literal,Henry Scharf
362,uri,http://www.wikidata.org/entity/Q16095775,,,,en,literal,Michael Menaker
363,uri,http://www.wikidata.org/entity/Q16105071,,,,en,literal,Richard F. Edlich
364,uri,http://www.wikidata.org/entity/Q16105838,,,,en,literal,Lester Andrews
365,uri,http://www.wikidata.org/entity/Q16150522,,,,en,literal,Steven Balbus
366,uri,http://www.wikidata.org/entity/Q16151844,,,,en,literal,Joel Makower
367,uri,http://www.wikidata.org/entity/Q16205551,,,,en,literal,Anthony Corbeill
368,uri,http://www.wikidata.org/entity/Q16226607,,,,en,literal,Dennis Ippolito
369,uri,http://www.wikidata.org/entity/Q16525952,,,,en,literal,John A. Stankovic
370,uri,http://www.wikidata.org/entity/Q16728701,,,,en,literal,Nancy E. Dunlap
371,uri,http://www.wikidata.org/entity/Q16729803,,,,en,literal,Frederick M. Hess
372,uri,http://www.wikidata.org/entity/Q16729867,,,,en,literal,LaVahn Hoh
373,uri,http://www.wikidata.org/entity/Q16732886,,,,en,literal,David Morris
374,uri,http://www.wikidata.org/entity/Q16735248,,,,en,literal,Risa L. Goluboff
375,uri,http://www.wikidata.org/entity/Q16744952,,,,en,literal,Doris Kuhlmann-Wilsdorf
376,uri,http://www.wikidata.org/entity/Q16885703,,,,en,literal,Kenneth Singleton
377,uri,http://www.wikidata.org/entity/Q16962308,,,,en,literal,Donald Loach
378,uri,http://www.wikidata.org/entity/Q16971556,,,,en,literal,Daphne Spain
379,uri,http://www.wikidata.org/entity/Q16982810,,,,en,literal,Elizabeth R. Varon
380,uri,http://www.wikidata.org/entity/Q16982959,,,,en,literal,Vivian Thomson
381,uri,http://www.wikidata.org/entity/Q17143971,,,,en,literal,Kurtis Schaeffer
382,uri,http://www.wikidata.org/entity/Q17180666,,,,en,literal,Thomas M. Humphrey
383,uri,http://www.wikidata.org/entity/Q17306141,,,,en,literal,Robert S. Kemp
384,uri,http://www.wikidata.org/entity/Q17306280,,,,en,literal,David Glen Mick
385,uri,http://www.wikidata.org/entity/Q17364141,,,,en,literal,Harvey Ernest Jordan
386,uri,http://www.wikidata.org/entity/Q17426484,,,,en,literal,Gerhart Husserl
387,uri,http://www.wikidata.org/entity/Q17479619,,,,en,literal,W. W. Abbot
388,uri,http://www.wikidata.org/entity/Q17488954,,,,en,literal,Michael A. Hill
389,uri,http://www.wikidata.org/entity/Q17501942,,,,en,literal,Raymond Costabile
390,uri,http://www.wikidata.org/entity/Q17505104,,,,en,literal,David Germano
391,uri,http://www.wikidata.org/entity/Q18390707,,,,en,literal,Robert Kent Gooch
392,uri,http://www.wikidata.org/entity/Q18391484,,,,en,literal,Charlotte Patterson
393,uri,http://www.wikidata.org/entity/Q18619355,,,,en,literal,A. Lawrence Kocher
394,uri,http://www.wikidata.org/entity/Q18670160,,,,en,literal,Gil Siegal
395,uri,http://www.wikidata.org/entity/Q18685805,,,,en,literal,Ronnie Dugger
396,uri,http://www.wikidata.org/entity/Q18764092,,,,en,literal,Harold A. Gould
397,uri,http://www.wikidata.org/entity/Q19241230,,,,en,literal,Michael Hamilton Morgan
398,uri,http://www.wikidata.org/entity/Q19547910,,,,en,literal,A. Velupillai
399,uri,http://www.wikidata.org/entity/Q19564363,,,,en,literal,Irina Mitrea
400,uri,http://www.wikidata.org/entity/Q19569068,,,,en,literal,Olivier Zunz
401,uri,http://www.wikidata.org/entity/Q19661199,,,,en,literal,Ralph O. Allen
402,uri,http://www.wikidata.org/entity/Q19665868,,,,en,literal,Wen-chin Ouyang
403,uri,http://www.wikidata.org/entity/Q19667095,,,,en,literal,Dell Upton
404,uri,http://www.wikidata.org/entity/Q19865091,,,,en,literal,W. A. Lambeth
405,uri,http://www.wikidata.org/entity/Q19880312,,,,en,literal,Jennifer Hoover
406,uri,http://www.wikidata.org/entity/Q19880365,,,,en,literal,A.E. Dick Howard
407,uri,http://www.wikidata.org/entity/Q20172192,,,,en,literal,Oron J. Hale
408,uri,http://www.wikidata.org/entity/Q20651079,,,,en,literal,James Mercer Garnett
409,uri,http://www.wikidata.org/entity/Q20675671,,,,en,literal,Timothy Salthouse
410,uri,http://www.wikidata.org/entity/Q20738708,,,,en,literal,Jenny Strauss Clay
411,uri,http://www.wikidata.org/entity/Q20749106,,,,en,literal,Nicolas Sihlé
412,uri,http://www.wikidata.org/entity/Q20829616,,,,en,literal,Albert Lefevre
413,uri,http://www.wikidata.org/entity/Q20855537,,,,en,literal,Franklin G. Miller
414,uri,http://www.wikidata.org/entity/Q21043270,,,,en,literal,Martha A. Derthick
415,uri,http://www.wikidata.org/entity/Q21062322,,,,en,literal,Anna Brickhouse
416,uri,http://www.wikidata.org/entity/Q21070213,,,,en,literal,Noah K. Davis
417,uri,http://www.wikidata.org/entity/Q21165193,,,,en,literal,Andrew John McWalter Millar
418,uri,http://www.wikidata.org/entity/Q21166283,,,,en,literal,John Wesley Mitchell
419,uri,http://www.wikidata.org/entity/Q21176832,,,,en,literal,Bruce Ryburn Payne
420,uri,http://www.wikidata.org/entity/Q21511979,,,,en,literal,Peter Todd
421,uri,http://www.wikidata.org/entity/Q21518824,,,,en,literal,Ivey Foreman Lewis
422,uri,http://www.wikidata.org/entity/Q21524757,,,,en,literal,Gessner Harrison
423,uri,http://www.wikidata.org/entity/Q21598067,,,,en,literal,Ann J. Lane
424,uri,http://www.wikidata.org/entity/Q21964902,,,,en,literal,Larycia Hawkins
425,uri,http://www.wikidata.org/entity/Q22095662,,,,en,literal,Peter S. Onuf
426,uri,http://www.wikidata.org/entity/Q22096517,,,,en,literal,Olivier Pfister
427,uri,http://www.wikidata.org/entity/Q22096791,,,,en,literal,Brian Nosek
428,uri,http://www.wikidata.org/entity/Q22097182,,,,en,literal,Peter Whiteman
429,uri,http://www.wikidata.org/entity/Q22137192,,,,en,literal,Ephraim Rubenstein
430,uri,http://www.wikidata.org/entity/Q22813241,,,,en,literal,Joanne M. Cohoon
431,uri,http://www.wikidata.org/entity/Q23014900,,,,en,literal,Keith Beven
432,uri,http://www.wikidata.org/entity/Q23931382,,,,en,literal,Robert Dolan
433,uri,http://www.wikidata.org/entity/Q24207156,,,,en,literal,Alfred Gessow
434,uri,http://www.wikidata.org/entity/Q24256418,,,,en,literal,Virgil Scott Ward
435,uri,http://www.wikidata.org/entity/Q25927095,,,,en,literal,Woolford Bales Baker
436,uri,http://www.wikidata.org/entity/Q27663335,,,,en,literal,William A. Petri
437,uri,http://www.wikidata.org/entity/Q27916332,,,,en,literal,Jonathan Kipnis
438,uri,http://www.wikidata.org/entity/Q27925340,,,,en,literal,Elizabeth Barnes
439,uri,http://www.wikidata.org/entity/Q28008775,,,,en,literal,David Ludden
440,uri,http://www.wikidata.org/entity/Q28028610,,,,en,literal,Wladek Minor
441,uri,http://www.wikidata.org/entity/Q28032621,,,,en,literal,William I. Hitchcock
442,uri,http://www.wikidata.org/entity/Q28033870,,,,en,literal,Boris Kovatchev
443,uri,http://www.wikidata.org/entity/Q28036945,,,,en,literal,Gary William Gallagher
444,uri,http://www.wikidata.org/entity/Q28037262,,,,en,literal,Maksymilian Chruszcz
445,uri,http://www.wikidata.org/entity/Q28086213,,,,en,literal,Eric Turkheimer
446,uri,http://www.wikidata.org/entity/Q28112821,,,,en,literal,Kodi Ravichandran
447,uri,http://www.wikidata.org/entity/Q28112853,,,,en,literal,Jerry L. Mashaw
448,uri,http://www.wikidata.org/entity/Q28115222,,,,en,literal,E. Mavis Hetherington
449,uri,http://www.wikidata.org/entity/Q28458519,,,,en,literal,Angeline Stoll Lillard
450,uri,http://www.wikidata.org/entity/Q28534868,,,,en,literal,Gilbert Meilaender
451,uri,http://www.wikidata.org/entity/Q28673347,,,,en,literal,Sallie Ann Keller
452,uri,http://www.wikidata.org/entity/Q28853802,,,,en,literal,Ryan C. Amacher
453,uri,http://www.wikidata.org/entity/Q28868059,,,,en,literal,David W. Breneman
454,uri,http://www.wikidata.org/entity/Q28869355,,,,en,literal,Kevin Jerome Everson
455,uri,http://www.wikidata.org/entity/Q29017602,,,,en,literal,Scott C. Beardsley
456,uri,http://www.wikidata.org/entity/Q29387583,,,,en,literal,Kevin Skadron
457,uri,http://www.wikidata.org/entity/Q29452408,,,,en,literal,Lydia Moyer
458,uri,http://www.wikidata.org/entity/Q29563780,,,,en,literal,Richard P. Wenzel
459,uri,http://www.wikidata.org/entity/Q29564378,,,,en,literal,Richard L. Guerrant
460,uri,http://www.wikidata.org/entity/Q29570719,,,,en,literal,Sarah Elizabeth Turner
461,uri,http://www.wikidata.org/entity/Q29571088,,,,en,literal,Amalia Rebecca Miller
462,uri,http://www.wikidata.org/entity/Q30069278,,,,en,literal,Simon P. Anderson
463,uri,http://www.wikidata.org/entity/Q30085386,,,,en,literal,John Darrell Van Horn
464,uri,http://www.wikidata.org/entity/Q30322596,,,,en,literal,James E. Ryan
465,uri,http://www.wikidata.org/entity/Q30323421,,,,en,literal,Mark E. Orazem
466,uri,http://www.wikidata.org/entity/Q30323550,,,,en,literal,Vanessa L. Ochs
467,uri,http://www.wikidata.org/entity/Q30337723,,,,en,literal,Denis Nekipelov
468,uri,http://www.wikidata.org/entity/Q30743874,,,,en,literal,Timothy W. Clark
469,uri,http://www.wikidata.org/entity/Q30830643,,,,en,literal,Anna Pomés
470,uri,http://www.wikidata.org/entity/Q35351280,,,,en,literal,Jasmin Darznik
471,uri,http://www.wikidata.org/entity/Q36490473,,,,en,literal,Helen Matthews Lewis
472,uri,http://www.wikidata.org/entity/Q37369558,,,,en,literal,Jason A. Papin
473,uri,http://www.wikidata.org/entity/Q37369581,,,,en,literal,Anindya Dutta
474,uri,http://www.wikidata.org/entity/Q37381771,,,,en,literal,Erik Ruzek
475,uri,http://www.wikidata.org/entity/Q37384140,,,,en,literal,Nicholas E. Sherman
476,uri,http://www.wikidata.org/entity/Q37385085,,,,en,literal,Mark D. Miller
477,uri,http://www.wikidata.org/entity/Q37640761,,,,en,literal,Mete Civelek
478,uri,http://www.wikidata.org/entity/Q38546727,,,,en,literal,Rebecca T. Thomason
479,uri,http://www.wikidata.org/entity/Q39041081,,,,en,literal,Cameron Mura
480,uri,http://www.wikidata.org/entity/Q39149699,,,,en,literal,Vicente Ordóñez
481,uri,http://www.wikidata.org/entity/Q39182920,,,,en,literal,Miguel Vicente-Manzanares
482,uri,http://www.wikidata.org/entity/Q39271821,,,,en,literal,Costin D. Untaroiu
483,uri,http://www.wikidata.org/entity/Q39819189,,,,en,literal,James Douglas Miller
484,uri,http://www.wikidata.org/entity/Q39841590,,,,en,literal,Scott C. Doney
485,uri,http://www.wikidata.org/entity/Q39993440,,,,en,literal,Sarah J. Ratcliffe
486,uri,http://www.wikidata.org/entity/Q40199772,,,,en,literal,Shaolin Wang
487,uri,http://www.wikidata.org/entity/Q40328002,,,,en,literal,James C Zimring
488,uri,http://www.wikidata.org/entity/Q40334797,,,,en,literal,Jin-Tang Dong
489,uri,http://www.wikidata.org/entity/Q40434082,,,,en,literal,Patricia A. Jennings
490,uri,http://www.wikidata.org/entity/Q40760399,,,,en,literal,Felicia A. Etzkorn
491,uri,http://www.wikidata.org/entity/Q40808321,,,,en,literal,Leroy S. Fletcher
492,uri,http://www.wikidata.org/entity/Q40981682,,,,en,literal,Jason D. Allen
493,uri,http://www.wikidata.org/entity/Q41044753,,,,en,literal,Anthony R Soltis
494,uri,http://www.wikidata.org/entity/Q41047902,,,,en,literal,Stephen Eubank
495,uri,http://www.wikidata.org/entity/Q41088536,,,,en,literal,Jennifer Scappettone
496,uri,http://www.wikidata.org/entity/Q41439885,,,,en,literal,John J Varga
497,uri,http://www.wikidata.org/entity/Q41490891,,,,en,literal,Bo Ning
498,uri,http://www.wikidata.org/entity/Q41520730,,,,en,literal,Timothy N Showalter
499,uri,http://www.wikidata.org/entity/Q41574080,,,,en,literal,Erkin Seker
500,uri,http://www.wikidata.org/entity/Q41583330,,,,en,literal,Carl H McConnell
501,uri,http://www.wikidata.org/entity/Q41639482,,,,en,literal,Michel Kahaleh
502,uri,http://www.wikidata.org/entity/Q41653167,,,,en,literal,Wookjin Choi
503,uri,http://www.wikidata.org/entity/Q41767532,,,,en,literal,Rae Lesser Blumberg
504,uri,http://www.wikidata.org/entity/Q41796796,,,,en,literal,Karen Kafadar
505,uri,http://www.wikidata.org/entity/Q42082244,,,,en,literal,Slavica Jakelić
506,uri,http://www.wikidata.org/entity/Q42305874,,,,en,literal,Manuel T. Lerdau
507,uri,http://www.wikidata.org/entity/Q42306002,,,,en,literal,Charles R. Farber
508,uri,http://www.wikidata.org/entity/Q42415937,,,,en,literal,Diane A. Dickie
509,uri,http://www.wikidata.org/entity/Q42433845,,,,en,literal,Khaled J Saleh
510,uri,http://www.wikidata.org/entity/Q42545658,,,,en,literal,Kyle L. Hoehn
511,uri,http://www.wikidata.org/entity/Q42551148,,,,en,literal,Ivan Rubio-Gayosso
512,uri,http://www.wikidata.org/entity/Q42637362,,,,en,literal,Ku-lung Hsu
513,uri,http://www.wikidata.org/entity/Q42639184,,,,en,literal,Sibylle Kranz
514,uri,http://www.wikidata.org/entity/Q42711889,,,,en,literal,Zhiyi Zuo
515,uri,http://www.wikidata.org/entity/Q42753888,,,,en,literal,Meera Murgai
516,uri,http://www.wikidata.org/entity/Q42764955,,,,en,literal,Cristóbal Pérez
517,uri,http://www.wikidata.org/entity/Q42766964,,,,en,literal,Stavroula Mili
518,uri,http://www.wikidata.org/entity/Q42774790,,,,en,literal,Roy Kanbar
519,uri,http://www.wikidata.org/entity/Q42787744,,,,en,literal,Joan M. Taylor
520,uri,http://www.wikidata.org/entity/Q42808424,,,,en,literal,Michael L. Pace
521,uri,http://www.wikidata.org/entity/Q42844078,,,,en,literal,Robert G. Sawyer
522,uri,http://www.wikidata.org/entity/Q42855219,,,,en,literal,Adema Ribic
523,uri,http://www.wikidata.org/entity/Q42885945,,,,en,literal,Susan Saliba
524,uri,http://www.wikidata.org/entity/Q43087447,,,,en,literal,Nathan S. Swami
525,uri,http://www.wikidata.org/entity/Q43105542,,,,en,literal,Ellen Bass
526,uri,http://www.wikidata.org/entity/Q43119263,,,,en,literal,James M. Galloway
527,uri,http://www.wikidata.org/entity/Q43163889,,,,en,literal,David Kashatus
528,uri,http://www.wikidata.org/entity/Q43495191,,,,en,literal,Michael C. Spaeder
529,uri,http://www.wikidata.org/entity/Q43501499,,,,en,literal,Lucy Anne Parker
530,uri,http://www.wikidata.org/entity/Q44008295,,,,en,literal,Roger Chevalier
531,uri,http://www.wikidata.org/entity/Q44068749,,,,en,literal,Edward H Egelman
532,uri,http://www.wikidata.org/entity/Q44482517,,,,en,literal,Guy Zuber
533,uri,http://www.wikidata.org/entity/Q44829340,,,,en,literal,Dale Ding
534,uri,http://www.wikidata.org/entity/Q45360732,,,,en,literal,Ji Hoon Ryoo
535,uri,http://www.wikidata.org/entity/Q46132727,,,,en,literal,George P. Prpich
536,uri,http://www.wikidata.org/entity/Q46155812,,,,en,literal,Anna Maria Siega-Riz
537,uri,http://www.wikidata.org/entity/Q46176901,,,,en,literal,Linda Columbus
538,uri,http://www.wikidata.org/entity/Q46188866,,,,en,literal,G. Pradeep Kumar
539,uri,http://www.wikidata.org/entity/Q46652257,,,,en,literal,Craig P Plaisance
540,uri,http://www.wikidata.org/entity/Q46654467,,,,en,literal,Thomas Taylor Hammond
541,uri,http://www.wikidata.org/entity/Q46863039,,,,en,literal,Rajesh Kumar
542,uri,http://www.wikidata.org/entity/Q47102700,,,,en,literal,Alexander A. Ganin
543,uri,http://www.wikidata.org/entity/Q47356818,,,,en,literal,Heung Sik Hahm
544,uri,http://www.wikidata.org/entity/Q47490948,,,,en,literal,Brian Balogh
545,uri,http://www.wikidata.org/entity/Q47502290,,,,en,literal,Michelle L. Oyen
546,uri,http://www.wikidata.org/entity/Q47502454,,,,en,literal,Tajie H. Harris
547,uri,http://www.wikidata.org/entity/Q47503065,,,,en,literal,Herman Wijnen
548,uri,http://www.wikidata.org/entity/Q47542043,,,,en,literal,Barbara MacCluer
549,uri,http://www.wikidata.org/entity/Q47811384,,,,en,literal,Jamie DeCoster
550,uri,http://www.wikidata.org/entity/Q47817534,,,,en,literal,Shigehiro Oishi
551,uri,http://www.wikidata.org/entity/Q48025936,,,,en,literal,Kevin McCrimmon
552,uri,http://www.wikidata.org/entity/Q48164270,,,,en,literal,Dustin M. Graham
553,uri,http://www.wikidata.org/entity/Q48238228,,,,en,literal,Alison K Criss
554,uri,http://www.wikidata.org/entity/Q48307613,,,,en,literal,William J. Therrien
555,uri,http://www.wikidata.org/entity/Q48399578,,,,en,literal,Joel G. Anderson
556,uri,http://www.wikidata.org/entity/Q48450043,,,,en,literal,Robert C. Pianta
557,uri,http://www.wikidata.org/entity/Q48454642,,,,en,literal,Petr Tvrdik
558,uri,http://www.wikidata.org/entity/Q48583627,,,,en,literal,Robert F. Turner
559,uri,http://www.wikidata.org/entity/Q48800949,,,,en,literal,Robert E. Johnson
560,uri,http://www.wikidata.org/entity/Q48906039,,,,en,literal,Scott D Briggs
561,uri,http://www.wikidata.org/entity/Q49012553,,,,en,literal,Alan D. Howard
562,uri,http://www.wikidata.org/entity/Q49400356,,,,en,literal,Elizabeth A. Castner
563,uri,http://www.wikidata.org/entity/Q49635805,,,,en,literal,Sarah A Tersey
564,uri,http://www.wikidata.org/entity/Q49873362,,,,en,literal,Rebecca A. Dillingham
565,uri,http://www.wikidata.org/entity/Q49874289,,,,en,literal,Karen Ingersoll
566,uri,http://www.wikidata.org/entity/Q50231739,,,,en,literal,W. Jeffrey Elias
567,uri,http://www.wikidata.org/entity/Q50277683,,,,en,literal,Victor E Laubach
568,uri,http://www.wikidata.org/entity/Q50365304,,,,en,literal,Andrew C. Boynton
569,uri,http://www.wikidata.org/entity/Q50386492,,,,en,literal,Donald E. Brown
570,uri,http://www.wikidata.org/entity/Q50419244,,,,en,literal,Rose E. Nevill
571,uri,http://www.wikidata.org/entity/Q50558187,,,,en,literal,William Raymond Pearson
572,uri,http://www.wikidata.org/entity/Q50720927,,,,en,literal,Balaram Raya
573,uri,http://www.wikidata.org/entity/Q50854593,,,,en,literal,Joseph N. Mait
574,uri,http://www.wikidata.org/entity/Q50900763,,,,en,literal,Sophia Rosenfeld
575,uri,http://www.wikidata.org/entity/Q50964533,,,,en,literal,Amol M. Bhandare
576,uri,http://www.wikidata.org/entity/Q51035456,,,,en,literal,Bryan W. Berger
577,uri,http://www.wikidata.org/entity/Q51101568,,,,en,literal,Antoine Louveau
578,uri,http://www.wikidata.org/entity/Q51746124,,,,en,literal,Sen Zhang
579,uri,http://www.wikidata.org/entity/Q51814404,,,,en,literal,Charles W Machan
580,uri,http://www.wikidata.org/entity/Q51844542,,,,en,literal,James Wyckoff
581,uri,http://www.wikidata.org/entity/Q51879452,,,,en,literal,Albert Derolez
582,uri,http://www.wikidata.org/entity/Q51903140,,,,en,literal,Sue Kim
583,uri,http://www.wikidata.org/entity/Q51944111,,,,en,literal,Jeffrey Fox
584,uri,http://www.wikidata.org/entity/Q52150908,,,,en,literal,Arthur Kyle Davis
585,uri,http://www.wikidata.org/entity/Q52274755,,,,en,literal,Micah Mazurek
586,uri,http://www.wikidata.org/entity/Q52315362,,,,en,literal,Catherine F. Moore
587,uri,http://www.wikidata.org/entity/Q52613372,,,,en,literal,Chongzhi Zang
588,uri,http://www.wikidata.org/entity/Q52699996,,,,en,literal,Evan Brown
589,uri,http://www.wikidata.org/entity/Q52732316,,,,en,literal,John J. Fraser
590,uri,http://www.wikidata.org/entity/Q52771378,,,,en,literal,Ming-Jer Chen
591,uri,http://www.wikidata.org/entity/Q52927763,,,,en,literal,Aidong Zhang
592,uri,http://www.wikidata.org/entity/Q52941812,,,,en,literal,Charles J. Richardson
593,uri,http://www.wikidata.org/entity/Q53101151,,,,en,literal,Benjamin K Blackman
594,uri,http://www.wikidata.org/entity/Q53170226,,,,en,literal,Hengne Li
595,uri,http://www.wikidata.org/entity/Q53646095,,,,en,literal,Paul Barolsky
596,uri,http://www.wikidata.org/entity/Q53844409,,,,en,literal,Edmund Darrell Brodie III
597,uri,http://www.wikidata.org/entity/Q53952250,,,,en,literal,Richard J. Patterson
598,uri,http://www.wikidata.org/entity/Q54006632,,,,en,literal,Johanna T Cannon
599,uri,http://www.wikidata.org/entity/Q54235789,,,,en,literal,Changlong Hu
600,uri,http://www.wikidata.org/entity/Q54261487,,,,en,literal,Sean R. Moore
601,uri,http://www.wikidata.org/entity/Q54506398,,,,en,literal,Zheng Zhao
602,uri,http://www.wikidata.org/entity/Q54959173,,,,en,literal,John J. McArdle
603,uri,http://www.wikidata.org/entity/Q55112468,,,,en,literal,Ami L Riscassi
604,uri,http://www.wikidata.org/entity/Q55117832,,,,en,literal,Quansheng Du
605,uri,http://www.wikidata.org/entity/Q55153267,,,,en,literal,Dewey Cornell
606,uri,http://www.wikidata.org/entity/Q55153265,,,,en,literal,Timothy R. Konold
607,uri,http://www.wikidata.org/entity/Q55189676,,,,en,literal,Karen Newell-Litwa
608,uri,http://www.wikidata.org/entity/Q55229308,,,,en,literal,Randolph D. Pope
609,uri,http://www.wikidata.org/entity/Q55293924,,,,en,literal,Jeanne Erickson
610,uri,http://www.wikidata.org/entity/Q55299632,,,,en,literal,Kallesh Danappa Jayappa
611,uri,http://www.wikidata.org/entity/Q55459207,,,,en,literal,Sarah Kucenas
612,uri,http://www.wikidata.org/entity/Q55584456,,,,en,literal,Stephen A. Schuker
613,uri,http://www.wikidata.org/entity/Q55584968,,,,en,literal,Adria LaViolette
614,uri,http://www.wikidata.org/entity/Q55704959,,,,en,literal,John S. McGrath
615,uri,http://www.wikidata.org/entity/Q55713477,,,,en,literal,Kiki Petrosino
616,uri,http://www.wikidata.org/entity/Q55759671,,,,en,literal,Carl Herakovich
617,uri,http://www.wikidata.org/entity/Q55816276,,,,en,literal,Richard H Valente
618,uri,http://www.wikidata.org/entity/Q55876123,,,,en,literal,Paolo D'Odorico
619,uri,http://www.wikidata.org/entity/Q55979275,,,,en,literal,John S McNeil
620,uri,http://www.wikidata.org/entity/Q55998227,,,,en,literal,Edward Banning
621,uri,http://www.wikidata.org/entity/Q56007995,,,,en,literal,Claes von Hofsten
622,uri,http://www.wikidata.org/entity/Q56089290,,,,en,literal,Harry Clemons
623,uri,http://www.wikidata.org/entity/Q56124739,,,,en,literal,Laura S Shankman
624,uri,http://www.wikidata.org/entity/Q56124746,,,,en,literal,Delphine Gomez
625,uri,http://www.wikidata.org/entity/Q56226253,,,,en,literal,James Bell Bullitt
626,uri,http://www.wikidata.org/entity/Q56257060,,,,en,literal,Michael S Jaffee
627,uri,http://www.wikidata.org/entity/Q56285561,,,,en,literal,Jennifer M Munson
628,uri,http://www.wikidata.org/entity/Q56285592,,,,en,literal,Patrick Dillon
629,uri,http://www.wikidata.org/entity/Q56333882,,,,en,literal,Hui Chen
630,uri,http://www.wikidata.org/entity/Q56341626,,,,en,literal,Ivan G. Shabalin
631,uri,http://www.wikidata.org/entity/Q56357781,,,,en,literal,Katarzyna Z Kedzierska
632,uri,http://www.wikidata.org/entity/Q56371400,,,,en,literal,Nicholas J Tustison
633,uri,http://www.wikidata.org/entity/Q56373533,,,,en,literal,Elise Savier
634,uri,http://www.wikidata.org/entity/Q56383901,,,,en,literal,Ivan Poon
635,uri,http://www.wikidata.org/entity/Q56392135,,,,en,literal,Jeffrey M Wilson
636,uri,http://www.wikidata.org/entity/Q56394231,,,,en,literal,Andrew P. Somlyo
637,uri,http://www.wikidata.org/entity/Q56394384,,,,en,literal,Avril Somlyo
638,uri,http://www.wikidata.org/entity/Q56395652,,,,en,literal,Ali D Güler
639,uri,http://www.wikidata.org/entity/Q56421288,,,,en,literal,Anne M Mills
640,uri,http://www.wikidata.org/entity/Q56433945,,,,en,literal,Nathan C. Sheffield
641,uri,http://www.wikidata.org/entity/Q56441403,,,,en,literal,Joann M. McDermid
642,uri,http://www.wikidata.org/entity/Q56448445,,,,en,literal,Shyamal D Peddada
643,uri,http://www.wikidata.org/entity/Q56451849,,,,en,literal,Paulina Rybakowska
644,uri,http://www.wikidata.org/entity/Q56456687,,,,en,literal,Wei-Min Chen
645,uri,http://www.wikidata.org/entity/Q56477004,,,,en,literal,George Glass
646,uri,http://www.wikidata.org/entity/Q56477300,,,,en,literal,Mohamed A Elzoghby
